Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
52175-KAR,Female,47,Yes,Karnataka,3,34,None,Yes,No,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",75.15,392.65,0,0,228.45,621.1,Stayed,Others,Others
52182-PUN,Female,51,No,Punjab,1,35,"Deal 4",Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",19.75,297.3,0,0,597.6,894.9,Churned,Other,Moved
52196-RAJ,Female,45,Yes,Rajasthan,13,33,"Deal 5",Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",44.75,333.65,0,0,200.9,534.55,Stayed,Others,Others
52215-HAR,Female,32,Yes,Haryana,3,36,None,Yes,No,Yes,Cable,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",49.8,1734.2,0,70,166.26,1970.46,Stayed,Others,Others
52216-BIH,Male,27,No,Bihar,11,33,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",88.45,370.65,0,0,196.56,567.21,Churned,Other,"Don't know"
52218-JAM,Male,38,Yes,"Jammu & Kashmir",1,13,"Deal 4",Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",20.45,471.55,0,0,457.16,928.71,Stayed,Others,Others
52281-MAH,Female,50,Yes,Maharashtra,0,19,"Deal 2",Yes,No,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",86.1,3551.65,0,0,328.09,3879.74,Stayed,Others,Others
52308-RAJ,Male,78,No,Rajasthan,5,8,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Credit Card",109.7,7898.45,0,0,1997.28,9895.73,Stayed,Others,Others
52313-KER,Male,64,No,Kerala,7,20,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",101.25,2440.15,0,0,695.52,3135.67,Churned,Attitude,"Attitude of support person"
52325-KAR,Male,26,Yes,Karnataka,3,30,"Deal 3",Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",45.45,1233.15,0,0,755.82,1988.97,Stayed,Others,Others
52328-HAR,Female,39,No,Haryana,2,11,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",94.65,4812.75,0,0,1075.08,5887.83,Churned,Competitor,"Competitor had better devices"
52338-KER,Female,24,No,Kerala,15,6,"Deal 5",Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Credit Card",19.9,173.15,0,0,113.4,286.55,Stayed,Others,Others
52348-MAD,Male,29,Yes,"Madhya Pradesh",6,14,"Deal 1",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Two Year",Yes,"Bank Withdrawal",116.45,8013.55,0,90,3493.44,11596.99,Stayed,Others,Others
52350-MAD,Male,64,Yes,"Madhya Pradesh",11,35,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",89.1,5618.3,0,0,295.12,5913.42,Stayed,Others,Others
52352-MAH,Female,67,Yes,Maharashtra,9,31,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",116.5,6382.55,0,0,1611.5,7994.05,Stayed,Others,Others
52355-MAH,Female,29,Yes,Maharashtra,0,24,"Deal 1",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",107.7,7320.9,0,0,1632.68,8953.58,Stayed,Others,Others
52355-WES,Female,23,No,"West Bengal",1,3,None,Yes,No,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,"Credit Card",54.35,1647,0,0,776.24,2423.24,Stayed,Others,Others
52365-TAM,Female,28,No,"Tamil Nadu",9,25,None,Yes,No,Yes,Cable,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",68.55,564.35,0,0,239.52,803.87,Stayed,Others,Others
52367-BIH,Female,54,Yes,Bihar,1,4,"Deal 4",Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Bank Withdrawal",20.25,488.25,0,0,829.4,1317.65,Stayed,Others,Others
52378-JHA,Male,58,Yes,Jharkhand,7,13,"Deal 2",Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Mailed Check",89.55,5012.35,30.45,0,533.52,5515.42,Stayed,Others,Others
52380-JAM,Male,56,Yes,"Jammu & Kashmir",8,23,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",80.2,181.1,0,10,52.94,244.04,Churned,Competitor,"Competitor made better offer"
52389-TAM,Male,59,No,"Tamil Nadu",3,32,"Deal 3",Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",84.85,2048.8,0,80,315.12,2443.92,Stayed,Others,Others
52391-MAH,Female,55,Yes,Maharashtra,2,24,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",19.55,876.15,15.17,0,136.74,997.72,Stayed,Others,Others
52399-UTT,Female,49,Yes,"Uttar Pradesh",2,18,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",19.6,1416.5,0,0,2685.93,4102.43,Stayed,Others,Others
52402-DEL,Male,51,No,Delhi,3,5,"Deal 2",Yes,No,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Mailed Check",81,4985.9,0,0,825.84,5811.74,Stayed,Others,Others
52408-WES,Female,32,Yes,"West Bengal",3,22,None,No,No,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,"Two Year",No,"Credit Card",34.6,813.45,0,0,0,813.45,Stayed,Others,Others
52413-KER,Male,65,Yes,Kerala,3,17,"Deal 5",No,No,Yes,DSL,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",41.15,132.2,0,0,0,132.2,Churned,Price,"Long distance charges"
52414-DEL,Female,77,Yes,Delhi,2,25,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,"One Year",No,"Bank Withdrawal",70.05,302.6,0,0,27.1,329.7,Stayed,Others,Others
52425-WES,Male,46,Yes,"West Bengal",12,35,"Deal 5",Yes,Yes,Yes,"Fiber Optic",Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",81.15,784.45,0,50,309.06,1143.51,Stayed,Others,Others
52439-GUJ,Male,54,Yes,Gujarat,6,14,"Deal 2",No,No,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",53.75,3196,0,0,0,3196,Stayed,Others,Others
52439-HAR,Female,61,No,Haryana,7,1,"Deal 2",Yes,No,Yes,"Fiber Optic",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",106.45,6145.85,0,0,869.42,7015.27,Churned,Competitor,"Competitor offered higher download speeds"
52456-JAM,Female,77,Yes,"Jammu & Kashmir",1,23,"Deal 5",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",84.45,762.5,0,0,116.19,878.69,Churned,Competitor,"Competitor made better offer"
52496-TAM,Female,44,No,"Tamil Nadu",3,21,None,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",78.8,3460.3,24.9,0,1656.79,5092.19,Stayed,Others,Others
52502-JAM,Female,81,Yes,"Jammu & Kashmir",9,20,"Deal 4",Yes,No,Yes,"Fiber Optic",No,Yes,No,Yes,No,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",89.05,1169.35,0,0,19.11,1188.46,Churned,Competitor,"Competitor made better offer"
52526-JAM,Female,25,Yes,"Jammu & Kashmir",2,36,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",20.5,20.5,0,0,19.85,40.35,Churned,Attitude,"Attitude of support person"
52526-TAM,Female,25,Yes,"Tamil Nadu",15,25,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Two Year",Yes,"Bank Withdrawal",92.4,6786.1,0,150,2696.4,9632.5,Stayed,Others,Others
52527-RAJ,Female,51,No,Rajasthan,1,26,"Deal 2",Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",25.3,1554.9,0,0,2462.57,4017.47,Stayed,Others,Others
52555-TAM,Female,65,Yes,"Tamil Nadu",3,9,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",93.55,2264.05,0,0,321.12,2585.17,Churned,Price,"Price too high"
52568-MAH,Male,41,Yes,Maharashtra,15,5,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Mailed Check",25.75,1686.15,0,0,1824.44,3510.59,Stayed,Others,Others
52584-TAM,Male,69,No,"Tamil Nadu",6,5,None,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,No,"One Year",Yes,"Bank Withdrawal",71.75,4374.55,0,10,612,4996.55,Stayed,Others,Others
52598-UTT,Male,30,Yes,"Uttar Pradesh",3,34,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",25.75,755.6,0,0,217.93,973.53,Stayed,Others,Others
52605-MAD,Female,34,Yes,"Madhya Pradesh",9,29,"Deal 4",Yes,No,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,"One Year",No,"Bank Withdrawal",53.8,651.55,0,0,81.62,733.17,Stayed,Others,Others
52607-UTT,Female,27,Yes,"Uttar Pradesh",12,10,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",21.05,262.05,0,0,596.4,858.45,Stayed,Others,Others
52609-BIH,Male,25,Yes,Bihar,14,14,"Deal 5",Yes,No,Yes,Cable,Yes,No,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,"Credit Card",55.75,266.95,0,0,154.6,421.55,Stayed,Others,Others
52627-WES,Female,61,No,"West Bengal",14,8,None,Yes,Yes,Yes,Cable,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",85.6,813.85,0,0,301,1114.85,Churned,Competitor,"Competitor offered more data"
52668-HAR,Female,67,No,Haryana,7,8,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,Yes,Yes,No,Yes,"One Year",Yes,"Bank Withdrawal",97.8,5458.8,0,0,2631.46,8090.26,Stayed,Others,Others
52674-ODI,Male,36,Yes,Odisha,2,29,None,No,No,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",49.75,3069.45,0,0,0,3069.45,Stayed,Others,Others
52683-GUJ,Female,23,No,Gujarat,7,2,"Deal 2",Yes,Yes,Yes,"Fiber Optic",Yes,No,Yes,No,Yes,Yes,Yes,Yes,"One Year",No,"Bank Withdrawal",104,6363.45,0,0,2787.09,9150.54,Stayed,Others,Others
52731-TAM,Female,56,Yes,"Tamil Nadu",10,29,None,Yes,No,Yes,"Fiber Optic",Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",90.05,4137.2,0,0,1797.75,5934.95,Stayed,Others,Others
52755-KER,Male,21,No,Kerala,7,11,None,Yes,No,Yes,"Fiber Optic",No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",89.75,608.8,26.02,0,134.61,717.39,Churned,Dissatisfaction,"Poor expertise of online support"
52773-TAM,Male,73,Yes,"Tamil Nadu",13,18,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",92.5,3473.4,0,0,1826.69,5300.09,Churned,Competitor,"Competitor had better devices"
52785-HAR,Female,76,No,Haryana,7,30,"Deal 3",Yes,Yes,Yes,"Fiber Optic",Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",99.05,3554.6,0,0,1107.4,4662,Stayed,Others,Others
52788-MAD,Female,53,No,"Madhya Pradesh",0,24,None,Yes,No,Yes,"Fiber Optic",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",104.05,7262,0,0,173.88,7435.88,Churned,Attitude,"Attitude of service provider"
52814-MAH,Female,57,Yes,Maharashtra,0,14,"Deal 2",Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",81.8,4534.45,0,0,2764.16,7298.61,Stayed,Others,Others
52819-PUN,Female,26,No,Punjab,12,9,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",103.95,6423,0,0,941.84,7364.84,Stayed,Others,Others
52842-BIH,Female,60,No,Bihar,14,35,None,No,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,"One Year",No,"Mailed Check",50.8,463.6,0,0,0,463.6,Stayed,Others,Others
52886-HAR,Female,69,Yes,Haryana,14,12,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",84.1,6129.65,0,0,3412.8,9542.45,Stayed,Others,Others
52889-BIH,Female,51,No,Bihar,5,20,None,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,"Two Year",Yes,"Credit Card",64.9,3795.45,0,0,1709.26,5504.71,Stayed,Others,Others
52913-GUJ,Male,64,No,Gujarat,4,7,None,No,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",60.45,3184.25,0,0,0,3184.25,Churned,Price,"Lack of affordable download/upload speed"
52916-JAM,Male,62,Yes,"Jammu & Kashmir",7,4,"Deal 5",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",75.1,270.7,0,0,79.56,350.26,Churned,Competitor,"Competitor made better offer"
52944-KER,Female,37,No,Kerala,12,1,None,Yes,No,Yes,"Fiber Optic",Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Mailed Check",84.7,832.05,12.81,0,456.9,1276.14,Churned,Competitor,"Competitor had better devices"
52951-RAJ,Female,39,No,Rajasthan,13,25,None,Yes,No,Yes,"Fiber Optic",No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",97.9,315.3,0,0,90.54,405.84,Churned,Price,"Price too high"
52976-PUN,Female,72,Yes,Punjab,4,8,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",75.05,256.25,0,0,71.46,327.71,Churned,Competitor,"Competitor had better devices"
52985-ASS,Female,73,Yes,Assam,5,31,"Deal 4",Yes,No,Yes,"Fiber Optic",No,No,No,Yes,Yes,No,No,Yes,"One Year",Yes,"Bank Withdrawal",82.9,880.05,0,0,320.65,1200.7,Stayed,Others,Others
52998-GUJ,Female,23,No,Gujarat,12,1,None,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,No,"Two Year",No,"Credit Card",86.05,6309.65,0,20,3481.92,9811.57,Stayed,Others,Others
53018-JAM,Male,26,Yes,"Jammu & Kashmir",0,32,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,No,No,No,No,No,Yes,"One Year",Yes,"Bank Withdrawal",85.5,5696.6,0,0,2017.56,7714.16,Stayed,Others,Others
53023-UTT,Male,26,Yes,"Uttar Pradesh",6,22,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",116.8,8456.75,0,0,1152.72,9609.47,Stayed,Others,Others
53028-RAJ,Female,35,No,Rajasthan,10,36,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,No,No,No,"One Year",Yes,"Bank Withdrawal",94.75,5121.75,0,70,2033.1,7224.85,Stayed,Others,Others
53044-ODI,Female,26,Yes,Odisha,1,8,"Deal 5",Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",90.8,455.5,0,0,7.45,462.95,Churned,Competitor,"Competitor offered more data"
53050-MAH,Female,22,Yes,Maharashtra,5,10,"Deal 5",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",20.45,106.9,0,0,145.75,252.65,Stayed,Others,Others
53100-GUJ,Female,60,Yes,Gujarat,10,24,"Deal 1",Yes,No,Yes,DSL,Yes,No,No,No,Yes,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",59.75,3996.8,0,0,553.74,4550.54,Stayed,Others,Others
53111-GUJ,Male,56,No,Gujarat,4,15,"Deal 1",Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,Yes,Yes,Yes,Yes,No,"Two Year",Yes,"Bank Withdrawal",110.15,7998.8,0,70,925.2,8994,Stayed,Others,Others
53134-UTT,Male,69,No,"Uttar Pradesh",4,25,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",76.05,231.8,0,0,90.75,322.55,Churned,Competitor,"Competitor had better devices"
53159-PUN,Female,54,No,Punjab,14,30,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",20.15,220.8,0,0,186.2,407,Stayed,Others,Others
53171-TAM,Female,65,No,"Tamil Nadu",7,27,None,No,No,Yes,DSL,No,Yes,Yes,No,No,No,No,Yes,"Two Year",Yes,"Credit Card",35.65,1025.15,25.07,0,0,1000.08,Stayed,Others,Others
53199-BIH,Female,49,No,Bihar,0,30,"Deal 2",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",20.1,1079.45,0,0,1417.5,2496.95,Stayed,Others,Others
53239-JAM,Female,27,No,"Jammu & Kashmir",3,20,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",87.55,4884.85,1.83,0,1611.39,6494.41,Stayed,Others,Others
53249-JAM,Female,39,Yes,"Jammu & Kashmir",4,1,None,No,No,Yes,Cable,Yes,No,No,Yes,No,No,No,Yes,"Two Year",No,"Credit Card",35.75,830.8,0,0,0,830.8,Stayed,Others,Others
53251-AND,Male,36,No,"Andhra Pradesh",2,27,"Deal 3",Yes,Yes,Yes,"Fiber Optic",Yes,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",89.3,2823,0,0,643.56,3466.56,Stayed,Others,Others
53253-GUJ,Female,44,No,Gujarat,1,36,None,Yes,No,Yes,"Fiber Optic",No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",86.1,2723.75,0,130,853.12,3706.87,Stayed,Others,Others
53266-TAM,Female,22,Yes,"Tamil Nadu",11,4,"Deal 1",Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",24.85,1583.5,0,0,219.76,1803.26,Stayed,Others,Others
53269-GUJ,Female,63,No,Gujarat,7,9,"Deal 2",Yes,No,Yes,"Fiber Optic",No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",85.8,4433.3,0,0,877.24,5310.54,Stayed,Others,Others
53287-MAH,Female,69,Yes,Maharashtra,3,7,None,Yes,No,Yes,"Fiber Optic",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"One Year",Yes,"Credit Card",105.5,6205.5,0,0,982.52,7188.02,Churned,Attitude,"Attitude of support person"
53303-BIH,Female,49,No,Bihar,4,31,None,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,No,"Two Year",Yes,"Bank Withdrawal",84.8,5917.55,0,120,649.6,6687.15,Stayed,Others,Others
53321-KAR,Female,68,No,Karnataka,14,25,"Deal 4",Yes,No,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,"Credit Card",-2,1058.1,0,0,858.96,1917.06,Stayed,Others,Others
53325-GUJ,Male,27,Yes,Gujarat,0,32,None,Yes,No,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,"One Year",No,"Bank Withdrawal",75,1908.35,0,0,1289.86,3198.21,Stayed,Others,Others
53329-JAM,Male,32,Yes,"Jammu & Kashmir",2,2,"Deal 5",No,No,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,"One Year",Yes,"Credit Card",35.5,249.55,0,0,0,249.55,Stayed,Others,Others
53348-HAR,Female,41,No,Haryana,12,13,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",110.8,6840.95,0,0,821.5,7662.45,Stayed,Others,Others
53349-TEL,Male,42,Yes,Telangana,14,20,"Deal 1",Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",92.2,6392.85,0,0,2609.84,9002.69,Stayed,Others,Others
53365-GUJ,Male,32,Yes,Gujarat,4,19,"Deal 2",No,No,Yes,Cable,Yes,No,Yes,No,No,No,No,Yes,"One Year",No,"Credit Card",35.4,1412.4,0,0,0,1412.4,Stayed,Others,Others
53365-HAR,Female,83,Yes,Haryana,2,31,None,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,"Two Year",No,"Credit Card",43.8,2106.05,20.45,0,1746.85,3832.45,Stayed,Others,Others
53368-RAJ,Female,37,Yes,Rajasthan,4,26,"Deal 4",Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",19.05,454.05,0,0,1021.9,1475.95,Stayed,Others,Others
53371-JAM,Male,43,Yes,"Jammu & Kashmir",8,29,"Deal 2",No,No,Yes,DSL,Yes,Yes,No,No,Yes,No,No,Yes,"One Year",Yes,"Bank Withdrawal",43.05,2208.05,0,0,0,2208.05,Stayed,Others,Others
53373-BIH,Male,54,Yes,Bihar,14,23,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",109.2,6741.15,17.3,0,878.72,7602.57,Stayed,Others,Others
53382-TAM,Female,43,Yes,"Tamil Nadu",13,10,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Credit Card",19.4,1061.6,0,0,2368.92,3430.52,Stayed,Others,Others
53414-MAH,Female,19,No,Maharashtra,1,6,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",109.95,3782.4,31.9,0,1690.5,5441,Stayed,Others,Others
53437-KAR,Male,24,Yes,Karnataka,15,6,None,Yes,No,Yes,"Fiber Optic",No,No,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",84.85,84.85,0,0,36.07,120.92,Churned,Competitor,"Competitor had better devices"
53438-MAD,Female,58,No,"Madhya Pradesh",0,5,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Credit Card",19.75,1567,25.98,0,1095.12,2636.14,Stayed,Others,Others
53441-TAM,Female,37,Yes,"Tamil Nadu",15,30,None,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",56.7,1652.95,0,0,680.67,2333.62,Stayed,Others,Others
53456-RAJ,Female,75,No,Rajasthan,2,33,None,Yes,Yes,Yes,"Fiber Optic",Yes,No,No,No,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",80.35,3825.85,0,90,1800.57,5716.42,Churned,Dissatisfaction,"Network reliability"
53471-RAJ,Female,29,No,Rajasthan,1,25,"Deal 3",Yes,No,Yes,Cable,Yes,Yes,Yes,No,No,No,No,Yes,"One Year",Yes,"Mailed Check",60.8,2042.05,0,0,1685.72,3727.77,Stayed,Others,Others
53474-TAM,Female,18,No,"Tamil Nadu",2,6,None,Yes,No,Yes,"Fiber Optic",No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",95.3,5817.7,0,0,2061.9,7879.6,Stayed,Others,Others
53485-UTT,Female,44,Yes,"Uttar Pradesh",2,13,None,Yes,Yes,Yes,"Fiber Optic",Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Credit Card",111.75,7511.3,0,0,959.48,8470.78,Stayed,Others,Others
53498-TAM,Male,41,No,"Tamil Nadu",3,18,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Bank Withdrawal",19.6,411.15,0,0,394,805.15,Stayed,Others,Others
53499-TEL,Female,34,Yes,Telangana,12,5,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",106,4178.65,47.02,0,1178.4,5310.03,Stayed,Others,Others
53518-BIH,Male,21,No,Bihar,6,12,None,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",-6,4158.25,0,0,2580.91,6739.16,Stayed,Others,Others
53535-ASS,Female,28,No,Assam,11,10,"Deal 1",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"One Year",No,"Credit Card",115.55,8127.6,0,0,714.7,8842.3,Churned,Dissatisfaction,"Network reliability"
53549-AND,Female,60,Yes,"Andhra Pradesh",4,6,None,Yes,No,Yes,Cable,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",59.55,1646.45,0,0,1091.16,2737.61,Stayed,Others,Others
53563-PUN,Male,41,No,Punjab,15,27,None,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Yes,"One Year",No,"Credit Card",54.45,1893.5,0,0,934.2,2827.7,Stayed,Others,Others
53572-ASS,Female,57,No,Assam,9,22,"Deal 2",Yes,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No,No,"One Year",Yes,"Bank Withdrawal",61.05,3478.75,0,0,1528.88,5007.63,Stayed,Others,Others
